"Reporting Year Identifier","Last Name","First Name","Middle Initial","Street Address","Country Code","Gender","Grade Level","ACT ID/SSN","Phone Type","Date of Birth","Phone Number","City","State Code","State","Zip","Expanded Date of Birth","Combined English/Writing Score","Writing Subscore","National Norms","Comments on Essay","ACT Score Before 10/89","State-Assigned Student ID","High School Code","High School English Grades","High School Math Grades","High School Social Studies Grades","High School Science Grades","High School Average","High School Grad Year","Expanded Test Date","Test Date","Test Location","Canadian Province","Canadian Postal Code","Corrected Report Indicator","ACT English Score","ACT Math Score","ACT Reading Score","ACT Science Score","ACT Composite Score","Sum of Scale Scores","Science Interest","Arts Interest","Social Service Interest","Business Contact Interest","Business Operations Interest","Technical Interest","Map Region 1","Map Region 2","Map Region 3","College Choice Number","College Code","Usage/Mech Subscore","Rhetorical Skills Subscore","Elem Algebra Subscore","Alg/Coord Geom Subscore","Plane Geom/Trig Subscore","Soc Stud/Sci Subscore","Arts/Lit Subscore","Usage/Mech National Norm","Rhetorical Skills National Norm","Elem Algebra National Norm","Alg/Coord Geom National Norm","Plane Geom/Trig National Norm","Soc Stud/Sci National Norm","Arts/Lit National Norm","Usage/Mech Local Norm","Rhetorical Skills Local Norm","Elem Algebra Local Norm","Alg/Coord Geom Local Norm","Plane Geom/Trig Local Norm","Soc Stud/Sci Local Norm","Arts/Lit Local Norm","Science Interest Percentile","Arts Interest Percentile","Social Service Interest Percentile","Business Contact Interest Percentile","Business Operations Interest Percentile","Technical Interest","Local ID Number","Mobility Index","Institution Type Index","Selectivity Index","Institution Size Index","Interest Major Fit Index","Student Profile Section","Email","EOS Release","Religious Affiliation","Hispanic/Latino","Am Indian/AK Native","Asian","Black/African American","Hawaiian/Pacific","White","Pref no response","Multiracial","Eng 9 Taken/Planned","Eng 10 Taken/Planned","Eng 11 Taken/Planned","Eng 12 Taken/Planned","Eng Other Taken/Planned","Algebra 1 Taken/Planned","Algebra 2 Taken/Planned","Geometry Taken/Planned","Trig Taken/Planned","Calculus Taken/Planned","Other Math Taken/Planned","Computer Taken/Planned","Gen Sci Taken/Planned","Biology Taken/Planned","Chem Taken/Planned","Physics Taken/Planned","US Hist Taken/Planned","World Hist Taken/Planned","Other Hist Taken/Planned","Government Taken/Planned","Economics Taken/Planned","Geography Taken/Planned","Psychology Taken/Planned","Spanish Taken/Planned","French Taken/Planned","German Taken/Planned","Other Lang Taken/Planned","Art Taken/Planned","Music Taken/Planned","Drama Taken/Planned","Eng 9 Grade","Eng 10 Grade","Eng 11 Grade","Eng 12 Grade","Eng Other Grade","Algebra 1 Grade","Algebra 2 Grade","Geometry Grade","Trig Grade","Calculus Grade","Other Math Grade","Computer Grade","Gen Sci Grade","Biology Grade","Chem Grade","Physics Grade","US Hist Grade","World Hist Grade","Other Hist Grade","Government Grade","Economics Grade","Geography Grade","Psychology Grade","Spanish Grade","French Grade","German Grade","Other Lang Grade","Art Grade","Music Grade","Drama Grade","State Assigned ID","College Predicative Information","English Scale Score National Norm","Math Scale Score National Norm","Reading Scale Score National Norm","Science Scale Score National Norm","Composite Scale Score National Norm","Norms Type"
"14","MAXIMUMRECORDLENGTHLASTNA","MAXIMUMRECLENGTH"," ","2100 SCOTT BLVD; LOT 37                 ","US","4M","15","-91400023","2","012576","2345678901","APOSTROPHE'VILLE         ","14","IL","62906    ","19760125","--","--","----","--------","          ","             ","164390","40","30","40","33","358","1994","199704","0497","I","  ","       "," ","16","19","23","21","20","079","53","56","9 ","65","9 ","44","02","03","  ","","1356","07","09","11","08","11","12","12","27","38","58","22","63","69","65","03","07","27","04","31","46","41","60","72","82","93","82","28","        ","32","20","17","14","  ","   1 311  999630   223     11 1              1 1          1 1112462 413211626      93452163712 26366666          111    1  111  1  111            111 ","MICKEVMAXIMUMREC.STESTYPEU@YAHOO.COM              ","1","25","2"," "," "," "," ","5"," "," ","1","1","1","2","2","1","1","1","3","2","3","1","1","1","1","2","1","1","1","1","2","1","2","1","3","3","3","3","1","3","4","4","4"," "," ","3","2","3"," "," "," ","4","4","4","2"," ","4","4","4","4"," ","4"," ","3"," "," "," "," ","4"," ","          ","031340201015------------------85------------------26------------------","29","47","66","56","48","0"
"14","MILLER                   ","JOSIE           ","M","20398 W GREENFIELD AVE APARTMENT 12     ","US","4M","13","-91400019","1","091989","3191234567","WAUKESHA                 ","48","WA","53186    ","19890919","--","--","----","--------","          ","             ","160583","40","40","40","40","400","2007","200801","0108","R","  ","       "," ","23","27","30","32","28","112","80","51","3 ","57","1 ","54","07","08","09","","1356","11","13","15","14","13","17","14","64","79","87","92","82","97","77","34","57","72","83","63","96","62","99","52","61","75","55","64","        ","53","07","28","19","95","1  1 311  550550   223  1      1                             112766 413112316      74453261 12 17355554     1              1       1              11  ","MILLER.JOSIE@YAHOO.COM                            ","1","20","2"," "," "," "," ","5"," "," ","1","1","1","2","2","1","1","1","1","2","2","2","1","1","1","2","1","1","2","2","2","2","2","1","3","3","3","3","3","3","4","4","4"," "," ","4","4","4","4"," "," "," ","4","4","4"," ","4","4"," "," "," "," "," ","4"," "," "," "," "," "," ","          ","387584958273------------------96------------------30------------------","68","88","91","98","91","0"
"14","MINNIE                   ","ROBERT          ","R","812 S 15TH ST                           ","US","4M","12","-91400015","1","021797","          ","FT. LAUDERDALE           ","14","IL","62821    ","19970217","33","10","9999","233465  ","          ","             ","162220","40","40","40","40","400","2015","201511","1115","Z","  ","       "," ","35","36","36","35","36","142","66","62","5 ","60","1 ","42","08","09","10","","1356","18","16","18","18","18","18","18","99","98","99","99","99","99","99","99","95","99","99","99","99","99","94","89","68","83","55","22","        ","17","17","26","19","86","1  1 311  861861   335        11              1              121878 413211426      92275461315 17388788     1111111        1    1  1 1 1          1   ","MINNIE.YTSTYPF@YAHOO.COM                          ","1","25","3"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","1","2","2","3","1","1","1","3","1","1","1","1","3","3","3","1","3","3","3","3","1","3","4","4","4"," "," ","4","4","4","4"," "," "," ","4","4","4"," ","4","4","4","4"," "," "," ","4"," "," "," "," ","4"," ","          ","999999999999------------------99------------------34------------------","99","99","99","99","99","0"
"14","MOUNTAIN                 ","SCOTT           ","L","                                        ","US","4M","11","914000022","2","      ","1987654321","AURORA                   ","06","CO","80014    ","        ","--","--","----","--------","          ","             ","160765","40","28","40","37","361","2010","200912","1209","Z","  ","       "," ","27","23","24","26","25","100","66","47","5 ","55","6 ","48","09","10","  ","","1356","15","14","13","09","12","14","10","88","86","74","36","72","82","47","78","71","50","10","45","67","20","94","40","68","70","35","43","        ","10","10","19","19","  ","   1 311  690766   235     11  1               1             112622 513111655      84543261712 16378684      1 1   1   1   1      1             1 11  ","MOUNTAIN.STSTYPE@YAHOO.COM                        ","1","34","2"," "," "," "," ","5"," "," ","1","1","1","1","3","1","1","1","1","2","3","3","1","1","1","2","1","1","3","2","2","1","1","1","3","3","3","3","3","3","4","4","4","4"," ","4","3","2","2"," "," "," ","4","4","3"," ","4","4"," "," "," ","4","4","3"," "," "," "," "," "," ","          ","713747735757------------------94------------------29------------------","85","67","71","88","79","0"
"14","NICKS                    ","ALI             ","M","10 N & S BERNICE AVE                    ","US","4M","12","-91400017","1","042497","3191234567","BALTIMORE                ","21","MD","21229    ","19970424","21","05","5511","32      ","          ","             ","140563","40","30","35","30","338","2015","201510","1015","Z","  ","       "," ","24","18","29","25","24","096","59","47","1 ","60","1 ","41","02","09","  ","","1356","11","13","10","10","08","15","14","64","79","48","51","25","88","77","34","57","17","19","05","78","62","81","40","53","83","18","18","        ","03","03","20","26","49","1  1 311  999999   334          1                           12 2 47 513110111      94261354715 26344444                    1    1                 1   ","NICKS.ALI@YAHOO.COM                               ","2","  ","2"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","3","3","2","3","2","1","1","1","1","1","1","1","2","2","2","1","3","3","3","3","3","3","4","4"," "," "," ","3"," ","3"," "," "," "," "," ","3","3"," "," ","4","3"," "," "," "," ","3"," "," "," "," "," "," ","          ","460978654727------------------88------------------27------------------","73","41","87","84","74","0"
"14","KUHL                     ","FIRST'APOSTROPHE","G","RT1 BOX 73                              ","CA","6F","11","914000021","1","020193","          ","TORONTO                  ","53","  ","         ","19930201","24","10","7499","23      ","          ","             ","141630","40","35","38","37","373","2011","201009","0910","F","ON","P7B 5E1"," ","22","23","24","23","23","092","59","41","1 ","49","5 ","35","09","10","  ","","1356","12","11","10","12","13","16","09","71","60","48","74","82","94","39","45","27","17","49","63","88","12","81","18","53","46","30","07","20570000","09","03","16","16","  ","1  1 31   860766   115 222222                22122 222 2112 1212678 3132414        54453261715 26388686999  2111222222 222 2222 2                     ","NINEOONEEXTRACTSTANRECORD.P@YAHOO.COM             ","1","34","2"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","1","2","1","1","3","1","1","1","1","1","3","1","1","3","3"," "," "," "," "," "," "," ","4","4","4"," "," ","4","4","4","2"," ","3","4"," ","4","4","3","3","4"," ","4","4"," "," "," "," "," "," "," "," "," ","          ","293747403657------------------94------------------29------------------","63","67","71","71","68","0"
"14","O' KELLEY                ","BRIAN           ","S","CARMEN SERDAN 342                       ","JP","4M","10","914000020","1","030295","          ","TOKYO                    ","55","FN","         ","19950302","27","08","8786","4253    ","          ","             ","502470","40","40","40","40","400","2013","201112","1211","F","  ","       "," ","29","32","27","30","30","118","--","--","- ","--","- ","--","--","--","--","","1356","16","14","18","15","15","17","10","92","86","99","95","95","97","47","87","71","99","90","91","96","20","--","--","--","--","--","--","        ","19","15","26","24","  ","1  1 311  999999   334                                 1  1  22 977  13 1          9        16 17388888      111        1  1                      11  ","OKELLEY.BRIANBOY@YAHOO.COM                        ","1","28","2"," "," "," "," ","5"," "," ","1","1","1","2","1","1","1","1","1","2","2","2","3","1","1","2","1","1","2","2","1","2","1","1","3","3","3","2","3","3","4","4"," "," "," ","4","4","4"," "," "," "," "," ","4","4"," ","4","4"," "," "," "," ","4","4"," "," "," "," "," "," ","          ","829567939299------------------99------------------33------------------","91","97","82","96","95","0"
"14","PARSONS                  ","DAVE            ","M","40 BYTES MAXIMUM STREET ADDRESS LENGTH D","US","4M","10","914000019","2","041599","3191234567","SOLON                    ","16","IA","52241    ","19990415","17","07","2851","215263  ","          ","             ","447335","37","37","40","37","375","2017","201504","0415","F","  ","       "," ","17","19","20","21","19","077","80","29","7 ","55","2 ","41","06","07","08","","1356","07","09","10","10","10","11","09","27","38","48","51","52","59","39","03","07","17","19","21","33","12","99","02","40","70","88","18","        ","40","15","32","27","74","   1 311  690875   115  11    11                             112312 414114405      95254361714 17355554      1 1           1    1                 1   ","PARSONS.DAVE@YAHOO.COM                            ","1","34","1"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","2","2","2","3","3","1","1","1","1","1","3","2","2","1","3","1","3","3","3","3","1","1","4","4","3"," "," ","4","4","3"," "," "," "," "," ","3","4","4","4","4"," "," "," ","4"," ","3"," "," "," "," ","4","4","          ","041318200627------------------88------------------27------------------","33","47","48","56","41","0"
"14","PURPLE                   ","ROSE            ","R","12 BROWN ST                             ","US","6F","11","914000018","1","092498","          ","SOLON'S CITY             ","16","IA","522411485","19980924","25","10","7999","243454  ","          ","             ","142530","33","20","33","37","308","2016","201510","1015"," ","  ","       "," ","24","21","28","24","24","097","56","39","5 ","48","4 ","35","08","09","10","","1356","13","12","11","11","10","15","13","78","71","58","64","52","88","71","57","42","27","35","21","78","54","73","14","07","41","06","07","        ","20","16","35","30","  ","1  1 311  860765   114 222222                22222 222 2221 2112865 413111416      93315462715 26388889969  1212122222 222 2222 1                     ","PURPLE.ROSE@YAHOO.COM                             ","1","40","2"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","2","3","3","3","1","1","1","2","1","1","1","2","2","3","3","3","1","3","3","3","3","3","3","3","4"," "," ","2","2","2"," "," "," "," ","3","4","4"," ","3","3","4"," "," "," "," "," ","3"," "," "," "," "," ","          ","462172534715------------------85------------------26------------------","73","57","85","77","74","0"
"14","SKY                      ","BLUE            ","A","                                        ","US","4M","08","914000017","1","061701","          ","GOLDEN                   ","06","CO","80401    ","20010617","24","06","7437","3241    ","          ","             ","502269","40","40","37","37","384","2019","201506","0615"," ","  ","       "," ","27","32","24","28","28","111","53","42","9 ","58","7 ","57","01","02","03","","1356","13","15","17","15","16","12","13","78","92","96","95","98","69","71","57","85","93","90","97","46","54","60","22","82","79","75","75","        ","65","61","26","21","  ","1  1 311  999999   334  1 11    1                      1  1 1212966 4131150        95145632714 17388888     11 11          1    1  1              111 ","SKI.YTSTYPE@YAHOO.COM                             ","1","34","2"," "," "," "," ","5"," "," ","1","1","2","2","3","1","1","1","1","2","1","1","1","1","1","1","1","1","3","1","1","2","2","1","3","3","3","3","3","1","4"," "," "," "," ","4","4","4","4"," ","4","4"," ","3","4","4","3","4"," "," ","4"," "," ","4"," "," "," "," "," ","4","          ","719547868295------------------98------------------32------------------","85","97","71","93","91","0"
"14","SMITH                    ","JOH N           ","A","1135 FRANKLIN ST                        ","US","4M","10","914000016","1","051398","9999999998","IOWA CITY                ","16","IA","52240    ","19980513","29","08","9386","3342    ","          ","             ","502269","40","40","38","37","386","2016","201408","0814","Z","  ","       "," ","32","27","29","25","28","113","53","42","9 ","58","7 ","57","01","02","03","","1356","15","18","13","14","15","15","14","88","99","74","92","95","88","77","78","99","50","83","91","78","62","60","22","82","79","75","75","        ","39","24","31","22","87","1  1 311  999999   334  1 11    1                      1  1 1212966 4131150        95145632714 17388888     11 11          1    1  1              111 ","SMITH.JOHN@YAHOO.COM                              ","1","34","2"," "," "," "," ","5"," "," ","1","1","2","2","3","1","1","1","1","2","1","1","1","1","1","1","1","1","3","1","1","2","2","1","3","3","3","3","3","1","4","4"," "," "," ","4","4","4","4"," ","4","4"," ","3","4","4","3","4"," ","4","4"," "," ","4"," "," "," "," "," ","4","          ","927578658295------------------98------------------32------------------","96","88","87","84","91","0"
"14","SMITH                    ","CINDY           ","M","                                        ","US","6F","08","914000015","1","030286","9999999998","IOWA CITY                ","16","IA","52240    ","19860302","16","06","2437","32      ","          ","             ","162310","38","30","35","37","348","2004","200002","0200"," ","  ","       "," ","17","20","15","15","17","067","40","51","2 ","68","6 ","46","12","01","02","","1356","09","08","11","10","09","06","09","44","27","58","51","38","10","39","12","03","27","19","10","01","12","17","52","89","96","35","33","        ","19","26","21","14","55","1  1 311  394394   114  1   1 111               11 1    111 1    63 213211626      93654321713 27286564999  11      1           1 11                1 ","SMITH.JOHN@YAHOO.COM                              ","1","28","2"," "," "," "," ","5"," "," ","1","1","1","2","1","1","1","1","2","3","2","3","1","1","1","3","1","1","3","2","2","1","3","1","3","3","3","3","3","3","3","4","4"," ","4","3","3","3"," "," "," "," ","4","3","4"," ","4","3"," "," "," "," "," ","3"," "," "," "," "," "," ","          ","041702010127------------------88------------------27------------------","33","52","19","14","28","0"
"14","LAST-DASH                ","KATHLEEN        ","M","60 E. PERIOD AVE                        ","US","6F","09","914000014","1","012798","          ","ST. VENICE               ","05","CA","94601    ","19980127","26","09","8494","24      ","          ","             ","164700","40","35","40","33","371","2016","201309","0913"," ","  ","       "," ","26","17","20","20","21","083","59","54","9 ","60","8 ","38","99","  ","  ","","1356","13","14","10","10","07","09","12","78","86","48","51","15","40","65","57","71","17","19","02","12","41","81","67","82","83","11","12","        ","52","78","35","16","  ","1  2 311  710710   113                                       112877 218111614      94163452712 17387888998    1    1       1    11 1              111 ","SMITH.RAY@YAHOO.COM                               ","1","  ","2"," "," "," "," "," ","6"," ","1","1","1","1","1","1","1","1","3","3","2","3","1","1","1","1","1","1","3","2","1","1","1","1","3","3","3","1","3","3","4","4","4"," ","4","4"," ","3"," "," "," "," ","4"," ","3","3","4","4"," "," "," ","4"," ","4"," "," "," ","4"," "," ","          ","640618131757------------------94------------------29------------------","82","34","48","47","55","0"
"14","LAST'APOSTROPHE          ","JOANNE          "," ","                                        ","US","6F","08","-91400016","2","072900","          ","BASCO                    ","14","IL","62313    ","20000729","--","--","----","--------","          ","             ","164520","  ","  ","  ","  ","---","2018","201410","1014"," ","  ","       "," ","21","17","23","14","19","075","--","--","- ","--","- ","--","--","--","--","","1356","10","11","09","09","09","12","12","56","60","40","36","38","69","65","23","27","10","10","10","46","41","--","--","--","--","--","--","        ","03","08","18","16","42","     31                                                               1                                                                               ","SNOOPY.YTSTYPE@YAHOO.COM                          ","1","  ","3"," "," ","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","          ","2206400106------------------------------------------------------------","57","34","66","11","41","0"
"14","MCKINLEY                 ","MARTHA          ","V","                                        ","US","6F","11","914000003","1","092497","2345678901","DENVER                   ","06","CO","802021579","19970924","30","09","9594","334253  ","          ","             ","141690","40","34","40","40","385","2015","201412","1214"," ","  ","       "," ","31","34","31","22","30","118","46","42","0 ","63","4 ","41","12","01","02","","1356","16","16","17","16","18","15","17","92","98","96","98","99","88","97","87","95","93","96","99","78","95","33","22","99","91","06","18","        ","29","24","20","14","60","1  5 31   390397   334 212222                22222 222 1211 2221624 4181114        95475231615 17388688999  1111112222 212 1221 1                     ","SNOW.YTSTYPE@YAHOO.COM                            ","1","14","3"," "," "," "," "," "," "," ","1","1","1","2","3","1","1","1","1","2","1","3","1","1","1","1","1","1","2","2","2","3","3"," "," "," "," "," "," "," ","4","4","4"," "," ","3","3","3","4"," ","4"," ","4","4","4","4","4","4"," "," "," "," "," "," "," "," "," "," "," "," ","          ","899988299299------------------99------------------33------------------","94","99","93","63","95","0"
"14","EMBEDDED SPACE           ","FIRST-DASH      ","D","27 1/2 DOVE                             ","US","4M","11","914000013","1","      ","          ","SOLON                    ","16","IA","52241    ","        ","23","08","6986","2233    ","          ","             ","141239","30","28","27","30","286","2016","201502","0215"," ","  ","       "," ","24","23","22","21","23","090","--","--","- ","--","- ","--","--","--","--","","1356","11","13","13","11","11","09","14","64","79","74","64","63","40","77","34","57","50","35","31","12","62","--","--","--","--","--","--","        ","02","04","12","10","46","     31   999999   33                                                 1                                                                               ","TAM.FRANK@YAHOO.COM                               ","1","  ","2"," "," ","3"," "," "," "," ","1","1","1","1","3","1","1","1","1","1","3","3","1","1","1","1","1","1","1","3","3","1","3","3","3","3","1","3","1","3","3","3","3"," "," ","3","4","2","2"," "," "," ","3","3","3","3","2","3"," "," "," ","3"," "," "," "," ","2"," ","4"," ","          ","463732203615------------------85------------------26------------------","73","67","60","56","68","0"
"14","SHIELDS                  ","MARY            ","M","                                        ","US","6F","12","914000023","1","042297","5061723456","WINSLOW                  ","14","IL","61089    ","19970422","--","--","----","--------","          ","             ","142890","40","40","40","40","400","2015","201504","0415","D","  ","       "," ","23","24","31","24","26","102","42","38","4 ","54","4 ","42","02","03","04","","1356","10","14","13","11","12","15","17","56","86","74","64","72","88","97","23","71","50","35","45","78","95","21","11","28","65","65","22","        ","02","02","19","18","27","1  1 311  513513   223          1               1   1       1122878 413111416      94451362714 17388884299  1  1    1   1  1    1 1               1 1 ","TWEETIE.STSTYPE@YAHOO.COM                         ","1","27","2"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","2","3","2","3","3","1","1","1","1","1","3","1","2","1","1","1","3","1","3","1","3","1","4","4","4"," "," ","4","4","4"," "," "," "," "," ","4","4","4","4","4"," ","4"," ","4"," ","3"," "," "," ","4"," ","4","          ","384788536673------------------96------------------30------------------","68","74","93","77","84","0"
"14","WHITE                    ","BOB             ","E","                                        ","US","6F","11","914000011","2","101696","          ","SOLON                    ","16","IA","         ","19961016","21","08","5586","3342    ","          ","             ","163245","40","35","30","40","363","2014","201306","0613"," ","  ","       "," ","20","22","20","19","20","081","--","--","- ","--","- ","--","--","--","--","","1356","10","11","12","11","10","12","08","56","60","66","64","52","69","31","23","27","39","35","21","46","07","--","--","--","--","--","--","        ","29","17","17","12","69","   1 311  340340   335          1                      1    1113966 413111626      65264153713 17388788             1      1    1                     ","WHITE.BOB@YAHOO.COM                               ","1","01","2"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","2","2","1","3","1","1","1","2","1","1","1","2","2","3","3","1","1","3","3","3","3","3","4","4","4"," "," ","4","3"," "," "," "," "," ","4","4"," "," "," "," ","3"," "," "," "," ","4"," "," "," "," "," "," ","          ","142718071040------------------91------------------28------------------","50","61","48","38","48","0"
"14","YOUNG                    ","KYLE            ","F","                                        ","US","6F","12","914000010","1","022596","3191234567","BROWN                    ","16","IA","522312030","19960225","27","08","8786","3342    ","          ","             ","141570","40","30","40","40","375","2014","201409","0914","Z","  ","       "," ","29","30","30","30","30","119","--","--","- ","--","- ","--","--","--","--","","1356","15","14","15","16","16","16","15","88","86","87","98","98","94","85","78","71","72","96","97","88","74","--","--","--","--","--","--","        ","20","13","22","20","93","                                                                                                                                                      ","YOUNG.KYLE@YAHOO.COM                              "," ","  "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","          ","828984939287------------------97------------------31------------------","91","94","91","96","95","0"
"14","A                        ","ABCDEFGHIJKLMNOP","J","PO BOX 9998: COLON  AVE                 ","US","4M","10","914000009"," ","100396","          ","NAVAL AIR STATION-MEMPHIS","43","TN","38054    ","19961003","26","08","8486","3342    ","          ","             ","163490","35","37","40","35","367","2014","201206","0612"," ","  ","       "," ","27","30","34","30","30","121","42","64","8 ","43","4 ","38","10","11","12","","1356","14","15","18","14","15","17","18","83","92","99","92","95","97","99","67","85","99","83","91","96","99","21","92","11","24","06","12","        ","64","66","27","27","  ","1  1 31   999999   334         1                1            1233   513114816      92673541213 2638876  4   11  1   1                                 ","A.ABCDEFGHIJKLMNOP@YAHOO.COM                      ","1","01"," "," "," "," "," ","5"," "," ","1","1","3","3","3","1","1","1","2","2","2","3","3","2","1","1","1","2","3","2","2","1","2","3","2","3","3","1","3","3","4","3"," "," "," ","3","4","4"," "," "," "," "," "," ","3","4","4"," "," "," "," ","4"," "," "," "," "," ","4"," "," ","          ","718998939273------------------96------------------30------------------","85","94","99","96","95","0"
"14","ABCDEFGHIJKLMNOPQRSTUVWXY","A               ","A","                                        ","US","6F","07","914000008","1","123179","1987654321","BURNSVILLE               ","24","MN","553378563","19791231","--","--","----","--------","          ","             ","162700","40","40","40","37","392","1997","199212","1292"," ","  ","       "," ","23","26","24","28","25","101","39","51","3 ","43","6 ","47","11","12","01","","1356","12","11","14","12","14","12","13","71","60","81","74","90","69","71","45","27","60","49","79","46","54","13","52","61","24","35","38","        ","21","09","26","27","72","1  1 311  899899   226          1                            113522 5 7111616      93473251613 17466666             1                                 ","ABCDEFGHIJKLMNOPQRSTUVWXY.PQRSTUVWXYZABCDE@YAHOO.C","1","16","2"," "," "," "," "," "," ","7","1","1","1","2","1","1","1","1","3","2","1","3","1","1","1","3","1","1","1","1","3","3","1","1","3","3","3","2","3","3","4","4","4"," ","4","4","4","4"," "," ","4"," ","4","4","3"," ","4","4","4","4"," "," ","4","4"," "," "," "," "," "," ","          ","386747865773------------------96------------------30------------------","68","84","71","93","79","0"
"14","BEST                     ","PETE            ","L","                                        ","US","4M","07","914000007","1","090889","1987654321","XANADU                   ","16","IA","52241    ","19890908","22","07","6151","32      ","          ","             ","164540","38","40","40","40","394","2007","200202","0202"," ","  ","       "," ","23","28","30","25","27","106","63","41","8 ","42","4 ","35","08","09","10","","1356","10","14","16","14","14","15","16","56","86","91","92","90","88","91","23","71","82","83","79","78","82","91","18","11","20","06","07","        ","19","06","25","19","81","1  1 511  690690   115     1  11               1 1          1113752 413112405      94476231513 17388888     1111   1            1 11           1      ","BEST.PETE@YAHOO.COM                               ","1","07","2"," "," "," "," ","5"," "," ","1","1","1","2","1","1","1","1","3","2","1","3","1","1","1","2","1","3","3","2","2","1","1","1","3","3","3","1","3","3","4","4","4"," ","3","4","4","4"," "," ","4"," ","4","4","4"," ","4"," "," "," "," ","4","4","3"," "," "," ","4"," "," ","          ","388184657473------------------96------------------30------------------","68","91","91","84","87","0"
"14","BLAU                     ","JOSEPH          ","D","505 FOX RUN                             ","US","6F","13","914000006"," ","      ","2345678901","COLO-SPRINGS             ","06","CO","80916    ","        ","22","06","6137","32      ","          ","             ","442045","  ","  ","  ","  ","---","2014","201504","0415"," ","  ","       "," ","24","24","21","25","24","094","54","71","2 ","48","3 ","38","10","11","12","","1356","12","12","14","12","09","08","13","71","71","81","74","38","29","71","45","42","60","49","10","06","54","65","98","89","41","24","12","        ","02","03","21","24","76","1  1 311  999780   334  11 1    1                  1         113242 214114433      94364251714 16388886     1111 1  1  1            1  1            1 ","BLAU.BIANCA@YAHOO.COM                             ","1","19","1"," "," "," "," ","5"," "," ","1","1","1","2","3","1","1","1","3","3","1","3","3","1","1","1","1","1","3","2","2","1","3","1","3","3","3","3","1","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","          ","4647246547------------------------------------------------------------","73","74","54","84","74","0"
"14","BOULDER                  ","DONALD          "," ","                                        ","US","6F","07","914000005","1","      ","5061723456","DENVER                   ","06","CO","80202    ","        ","26","08","8486","3342    ","          ","             ","242738","40","40","40","37","392","2020","201506","0615"," ","  ","       "," ","27","26","23","28","26","104","--","--","- ","--","- ","--","--","--","--","","1356","16","13","16","14","12","15","09","92","79","91","92","72","88","39","87","57","82","83","45","78","12","--","--","--","--","--","--","        ","38","29","31","24","  ","1  1 3 1  395999   324                                       22  77 41311          93       14 16388886 6                          1              1   ","BOULDER.STSTYPE@YAHOO.COM                         ","1","  ","2"," "," "," "," ","5"," "," ","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","3","3","4","4","4","4","4","4","4","4","4","4"," "," ","4","4","3"," ","4","4"," "," "," "," "," ","4","4"," "," "," "," "," ","          ","716740866687------------------97------------------31------------------","85","84","66","93","84","0"
"14","BROWN                    ","AMY             ","D","                                        ","US","6F","09","914000001","2","031500","          ","GRAY                     ","16","IA","52241    ","20000315","26","08","8486","334264  ","          ","             ","160387","40","40","40","40","400","2018","201504","0415"," ","  ","       "," ","28","27","30","24","27","109","49","54","2 ","60","2 ","44","02","03","  ","","1356","17","13","14","15","14","15","17","96","79","81","95","90","88","97","94","57","60","90","79","78","95","46","67","89","83","88","28","        ","39","41","39","22","  ","1  1 311  999890   225          1                      1    1224867 417114405      94164372514 17388888     1       11 11  1    1  1              1   ","BROWN.AMY@YAHOO.COM                               ","1","20","2","1"," "," "," ","5"," "," ","1","1","1","2","1","1","1","1","1","3","3","3","1","1","1","2","1","1","2","1","1","3","2","1","3","3","3","1","3","3","4","4","4"," ","4","4","4","4","4"," "," "," ","4","4","4"," ","4","4"," ","4","4"," "," ","4"," "," "," ","4"," "," ","          ","787584537495------------------98------------------32------------------","88","88","91","77","87","0"
